------------NEW LOG-----------
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,481.00,221.98,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,481.00,221.98,0.00,6.72,
0.00,6.72,481.00,221.98,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,481.00,221.98,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,480.00,220.37,0.00,6.72,
0.00,6.72,461.00,191.94,0.00,6.72,
0.00,6.72,484.00,226.87,0.00,6.72,
0.00,6.72,477.00,215.61,0.00,6.72,
0.00,6.72,587.00,479.70,0.00,6.72,
271.00,48.23,667.00,858.12,0.00,6.72,
420.00,142.47,736.00,1417.08,0.00,6.72,
505.00,264.29,783.00,1994.27,104.00,14.32,
565.00,408.80,805.00,2340.15,23.00,7.95,
440.00,164.76,697.00,1067.24,0.00,6.72,
362.00,93.45,684.00,971.00,0.00,6.72,
353.00,87.54,671.00,883.44,0.00,6.72,
350.00,85.65,676.00,916.14,0.00,6.72,
351.00,86.27,678.00,929.56,0.00,6.72,
264.00,45.83,628.00,646.27,0.00,6.72,
77.00,11.77,514.00,282.16,0.00,6.72,
0.00,6.72,440.00,164.76,0.00,6.72,
0.00,6.72,403.00,125.90,0.00,6.72,
0.00,6.72,379.00,105.75,0.00,6.72,
0.00,6.72,375.00,102.72,0.00,6.72,
0.00,6.72,378.00,104.98,0.00,6.72,
0.00,6.72,379.00,105.75,0.00,6.72,
0.00,6.72,377.00,104.22,0.00,6.72,
0.00,6.72,379.00,105.75,0.00,6.72,
0.00,6.72,379.00,105.75,0.00,6.72,
0.00,6.72,375.00,102.72,0.00,6.72,
0.00,6.72,374.00,101.97,0.00,6.72,
0.00,6.72,372.00,100.50,0.00,6.72,
0.00,6.72,375.00,102.72,0.00,6.72,
0.00,6.72,377.00,104.22,0.00,6.72,
0.00,6.72,374.00,101.97,0.00,6.72,
0.00,6.72,372.00,100.50,0.00,6.72,
0.00,6.72,375.00,102.72,0.00,6.72,
0.00,6.72,377.00,104.22,0.00,6.72,
0.00,6.72,378.00,104.98,0.00,6.72,
0.00,6.72,380.00,106.52,0.00,6.72,
0.00,6.72,380.00,106.52,0.00,6.72,
0.00,6.72,379.00,105.75,0.00,6.72,
0.00,6.72,380.00,106.52,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,381.00,107.30,0.00,6.72,
0.00,6.72,381.00,107.30,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,383.00,108.87,0.00,6.72,
0.00,6.72,383.00,108.87,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,382.00,108.08,0.00,6.72,
0.00,6.72,381.00,107.30,0.00,6.72,
0.00,6.72,381.00,107.30,0.00,6.72,
0.00,6.72,383.00,108.87,0.00,6.72,
0.00,6.72,383.00,108.87,0.00,6.72,
0.00,6.72,384.00,109.66,0.00,6.72,
0.00,6.72,385.00,110.46,0.00,6.72,
0.00,6.72,385.00,110.46,0.00,6.72,
0.00,6.72,386.00,111.27,0.00,6.72,
0.00,6.72,387.00,112.08,0.00,6.72,
0.00,6.72,385.00,110.46,0.00,6.72,
0.00,6.72,387.00,112.08,0.00,6.72,
0.00,6.72,388.00,112.90,0.00,6.72,
0.00,6.72,383.00,108.87,0.00,6.72,
0.00,6.72,389.00,113.72,0.00,6.72,
0.00,6.72,390.00,114.55,0.00,6.72,
0.00,6.72,442.00,167.18,0.00,6.72,
11.00,7.28,340.00,79.64,0.00,6.72,
0.00,6.72,299.00,59.11,0.00,6.72,
0.00,6.72,311.00,64.50,0.00,6.72,
0.00,6.72,313.00,65.45,0.00,6.72,
0.00,6.72,315.00,66.41,0.00,6.72,
0.00,6.72,316.00,66.89,0.00,6.72,
0.00,6.72,318.00,67.87,0.00,6.72,
0.00,6.72,316.00,66.89,0.00,6.72,
0.00,6.72,320.00,68.86,0.00,6.72,
0.00,6.72,320.00,68.86,0.00,6.72,
0.00,6.72,322.00,69.87,0.00,6.72,
0.00,6.72,322.00,69.87,0.00,6.72,
0.00,6.72,324.00,70.90,0.00,6.72,
0.00,6.72,325.00,71.41,0.00,6.72,
0.00,6.72,325.00,71.41,0.00,6.72,
0.00,6.72,326.00,71.93,0.00,6.72,
0.00,6.72,327.00,72.46,0.00,6.72,
0.00,6.72,324.00,70.90,0.00,6.72,
0.00,6.72,325.00,71.41,0.00,6.72,
0.00,6.72,325.00,71.41,0.00,6.72,
0.00,6.72,326.00,71.93,0.00,6.72,
0.00,6.72,327.00,72.46,0.00,6.72,
0.00,6.72,327.00,72.46,0.00,6.72,
0.00,6.72,328.00,72.99,0.00,6.72,
0.00,6.72,329.00,73.52,0.00,6.72,
0.00,6.72,329.00,73.52,0.00,6.72,
0.00,6.72,329.00,73.52,0.00,6.72,
0.00,6.72,0.00,6.72,0.00,6.72,
0.00,6.72,66.00,10.87,0.00,6.72,
0.00,6.72,233.00,36.59,0.00,6.72,
0.00,6.72,247.00,40.51,0.00,6.72,
0.00,6.72,233.00,36.59,0.00,6.72,
0.00,6.72,318.00,67.87,0.00,6.72,
0.00,6.72,313.00,65.45,0.00,6.72,
0.00,6.72,323.00,70.38,0.00,6.72,
0.00,6.72,294.00,57.00,0.00,6.72,
0.00,6.72,288.00,54.57,0.00,6.72,
0.00,6.72,276.00,50.01,0.00,6.72,
0.00,6.72,304.00,61.30,0.00,6.72,
0.00,6.72,315.00,66.41,0.00,6.72,
0.00,6.72,320.00,68.86,0.00,6.72,
0.00,6.72,392.00,116.23,0.00,6.72,
0.00,6.72,311.00,64.50,0.00,6.72,
0.00,6.72,313.00,65.45,0.00,6.72,
0.00,6.72,305.00,61.75,0.00,6.72,
0.00,6.72,301.00,59.98,0.00,6.72,
0.00,6.72,262.00,45.17,0.00,6.72,
0.00,6.72,263.00,45.50,0.00,6.72,
0.00,6.72,320.00,68.86,0.00,6.72,
0.00,6.72,311.00,64.50,0.00,6.72,
0.00,6.72,309.00,63.57,0.00,6.72,
0.00,6.72,311.00,64.50,0.00,6.72,
0.00,6.72,309.00,63.57,0.00,6.72,
0.00,6.72,308.00,63.11,0.00,6.72,
0.00,6.72,309.00,63.57,0.00,6.72,
0.00,6.72,311.00,64.50,0.00,6.72,
0.00,6.72,312.00,64.97,0.00,6.72,
0.00,6.72,308.00,63.11,0.00,6.72,
